1,1,56.36,61.82,118.17999999999999,57.27,1,1,1.0
1,2,314.54,0.54,397.28000000000003,113.64,1,1,1.0
1,3,95.45,0.0,222.73000000000002,60.54,1,1,1.0
1,4,0.0,9.64,19.09,37.269999999999996,1,1,1.0
2,1,36.36,58.18,118.19000000000001,57.27,1,1,1.0
2,2,312.73,0.0,397.27,113.27,1,1,1.0
2,3,95.27,0.0,222.73000000000002,60.54,1,1,1.0
2,4,0.0,9.64,19.09,37.269999999999996,1,1,1.0
3,1,20.0,54.54,118.18,57.279999999999994,1,1,1.0
3,2,309.54,0.46,397.28000000000003,113.27000000000001,1,1,1.0
3,3,95.09,0.0,222.73,60.54,1,1,1.0
4,1,0.0,50.0,118.18,57.269999999999996,1,1,1.0
4,2,309.09,0.91,397.27000000000004,113.27000000000001,1,1,1.0
4,3,94.91,0.0,222.73,60.54,1,1,1.0
5,1,0.0,45.45,99.09,57.269999999999996,1,1,1.0
5,2,307.27,0.0,397.27,113.27,1,1,1.0
5,3,94.73,0.0,222.71999999999997,60.54,1,1,1.0
6,1,0.0,41.82,80.0,57.27,1,1,1.0
6,2,305.45,0.0,397.28000000000003,113.27,1,1,1.0
6,3,94.54,0.0,222.72999999999996,60.54,1,1,1.0
7,1,0.0,40.91,61.82,57.27000000000001,1,1,1.0
7,2,304.54,0.0,400.06,113.27,1,1,1.0
7,3,94.49,0.0,222.73000000000002,60.53,1,1,1.0
8,1,0.0,38.18,43.64,57.27,1,1,1.0
8,2,304.59,0.05,400.06,113.27,1,1,1.0
8,3,94.44,0.0,222.73000000000002,60.51,1,1,1.0
9,1,0.0,37.27,30.91,57.27,1,1,1.0
9,2,304.63,0.09,400.06000000000006,113.27,1,1,1.0
9,3,94.39,0.0,222.73000000000002,60.49,1,1,1.0
10,2,304.68,0.14,400.06,113.27,1,1,1.0
10,3,94.34,0.0,222.73,60.48,1,1,1.0
11,2,304.73,0.18,400.04999999999995,113.27,1,1,1.0
11,3,94.29,0.0,222.71999999999997,60.46,1,1,1.0
11,5,862.73,175.09,97.26999999999998,85.45000000000002,1,1,1.0
12,2,304.77,0.23,400.06000000000006,113.27,1,1,1.0
12,3,94.24,0.0,222.71999999999997,60.44,1,1,1.0
